SK_ID_CURR,EXT_SOURCE_3,EXT_SOURCE_2,BURO_DAYS_CREDIT_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,DAYS_EMPLOYED,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,DAYS_BIRTH,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,NAME_EDUCATION_TYPE_Higher education,REGION_RATING_CLIENT_W_CITY,DAYS_LAST_PHONE_CHANGE,BURO_ACTIVE_PREVIOUS_LOANS_COUNT,PREV_CODE_REJECT_REASON_HC_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_AMT_GOODS_PRICE_PERC_MEAN,PREV_REFUSED_CNT_PAYMENT_MEAN,PREV_REFUSED_CNT_PAYMENT_SUM,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_ENDDATE_MEAN,TARGET
191525,0.3344541255096772,0.4549893742309753,2.503082191780822,0.625,4.928767123287671,0.0,1.4133561643835615,46.64109589041096,0.0,False,3,0.0410958904109589,3.0,0.0,7.969863013698631,1.1198628904046701,0.0,0.0,0.3506849315068493,0.5845890410958905,0.0
455190,0.5691487713619409,0.5822249364091935,4.403522504892368,0.42857142857142855,8.232876712328768,0.25,2.046183953033268,44.49041095890411,0.0,False,2,1.4547945205479451,4.0,0.0,7.926027397260273,0.9095125868291722,0.0,0.0,1.8904109589041096,1.1138943248532291,0.0
173828,0.5832379256761245,0.3949890642031799,1.8123287671232877,0.5,0.6821917808219178,0.0,0.0726027397260274,27.2,0.0,False,2,2.9753424657534246,1.0,0.0,2.915068493150685,1.1111111111111112,0.0,0.0,0.5753424657534246,-0.536986301369863,0.0
276980,0.4471785780453068,0.3489057175394845,2.7718199608610568,0.7142857142857143,10.512328767123288,0.0,1.3510763209393346,54.69041095890411,0.0,False,2,8.526027397260274,2.0,0.0,7.542465753424659,1.3584034745957205,0.0,0.0,0.5589041095890411,-0.8657534246575344,0.0
348893,0.633031641417419,0.6573995532302215,3.5452054794520547,1.0,11.69041095890411,0.0,1.5315068493150685,46.24931506849315,0.0,False,1,-0.0,0.0,0.0,6.945205479452055,1.048780487804878,0.0,0.0,3.5452054794520547,1.5424657534246575,0.0
407470,0.5028782772082183,0.5069389285240896,2.182876712328767,0.5,14.463013698630137,0.3333333333333333,0.7561643835616438,36.06301369863014,0.0,False,2,0.31232876712328766,2.0,0.3333333333333333,4.383561643835616,0.9729149225838639,0.0,0.0,1.7917808219178082,-27.299543378995438,0.0
395942,0.7838324335199619,0.6887171732100018,4.063013698630137,1.0,2.0,0.0,3.8109589041095893,33.28767123287671,0.0,False,2,0.9671232876712329,0.0,0.0,1.4767123287671233,0.9665639503763745,0.0,0.0,4.063013698630137,3.8109589041095893,0.0
203760,0.237916079507114,0.4985203591476112,3.720939334637965,0.2857142857142857,2.0465753424657533,0.875,1.90293542074364,53.863013698630134,0.5,True,3,2.0986301369863014,4.0,0.5,2.021917808219178,0.9490352234251339,10.285714285714286,72.0,1.1013698630136985,-7.9052054794520545,1.0
177965,0.1419915427739129,0.1855940693735654,1.0378082191780822,0.6,2.1397260273972605,0.3333333333333333,0.28164383561643835,34.71780821917808,0.3333333333333333,False,2,2.819178082191781,2.0,0.0,2.745205479452055,0.9422208957596384,0.0,0.0,0.4246575342465753,-17.118356164383563,0.0
304082,0.4956658291397297,0.1442258574816793,5.0009132420091325,1.0,9.183561643835617,0.0,2.908675799086758,58.04657534246575,0.0,False,2,-0.0,0.0,0.0,5.736986301369863,1.335556959024291,0.0,0.0,2.5123287671232877,0.664840182648402,0.0
324721,0.5744466170995097,0.7104528268535188,1.9461187214611873,0.3333333333333333,2.9753424657534246,0.16666666666666666,0.5397260273972603,49.320547945205476,0.16666666666666666,False,1,1.726027397260274,2.0,0.16666666666666666,1.6794520547945206,0.9452915181879774,12.0,12.0,1.4082191780821918,-0.005479452054794498,0.0
189695,0.7969726818373722,0.6015603738443187,3.5035616438356163,0.6,22.043835616438358,0.0,2.644383561643836,47.397260273972606,0.0,False,2,1.7397260273972603,2.0,0.0,1.6657534246575343,0.9590662180196868,0.0,0.0,0.536986301369863,3.7981735159817354,0.0
122186,0.511891801533151,0.6845106265751226,3.3732876712328768,1.0,6.032876712328767,0.8333333333333334,1.1308219178082193,39.73150684931507,0.0,False,1,3.802739726027397,0.0,0.0,5.994520547945205,1.0018506614495994,6.8,34.0,1.0438356164383562,2.661643835616438,0.0
321297,0.8625103025687644,0.5041784944896781,7.179908675799087,1.0,23.60821917808219,0.5,5.1926940639269406,58.37534246575343,0.0,False,1,6.778082191780822,0.0,0.0,6.726027397260274,1.0906283481439467,10.0,10.0,6.1726027397260275,6.181735159817351,0.0
216618,0.6528965519806539,0.6209495987038602,1.9568493150684931,0.5,6.076712328767123,0.0,0.5452054794520548,28.24931506849315,0.0,True,3,2.7616438356164386,2.0,0.0,2.717808219178082,1.3453287197231834,0.0,0.0,1.082191780821918,-6.0184931506849315,0.0
